day_of_year,year,fact_fragment,fact_statement,was_submitted
346,1282,"Llywelyn the Last, the last native Prince of Wales, is killed at Cilmeri, near Builth Wells, south Wales","December 11 is the day in 1282 that Llywelyn the Last, the last native Prince of Wales, is killed at Cilmeri, near Builth Wells, south Wales.",False
346,1602,"a surprise attack by forces under the command of the Duke of Savoy and his brother-in-law, Philip III of Spain, is repelled by the citizens of Geneva","December 11 is the day in 1602 that a surprise attack by forces under the command of the Duke of Savoy and his brother-in-law, Philip III of Spain, is repelled by the citizens of Geneva.",False
346,1789,the University of North Carolina is chartered by the North Carolina General Assembly,December 11 is the day in 1789 that the University of North Carolina is chartered by the North Carolina General Assembly.,False
346,1815,"the U.S. Senate created a select committee on finance and a uniform national currency, predecessor of the United States Senate Committee on Finance","December 11 is the day in 1815 that the U.S. Senate created a select committee on finance and a uniform national currency, predecessor of the United States Senate Committee on Finance.",False
346,1816,Indiana becomes the 19th U.S. state,December 11 is the day in 1816 that Indiana becomes the 19th U.S. state.,False
346,1905,a workers' uprising occurs in Kiev and establishes the Shuliavka Republic,December 11 is the day in 1905 that a workers' uprising occurs in Kiev and establishes the Shuliavka Republic.,False
346,1907,the New Zealand Parliament Buildings are almost completely destroyed by fire,December 11 is the day in 1907 that the New Zealand Parliament Buildings are almost completely destroyed by fire.,False
346,1931,"the British Parliament enacts the Statute of Westminster 1931, establishing legislative equality between the self-governing dominions of the Commonwealth of Australia, the Dominion of Canada, the Irish Free State, Dominion of Newfoundland, the Dominion of New Zealand, and the Union of South Africa","December 11 is the day in 1931 that the British Parliament enacts the Statute of Westminster 1931, establishing legislative equality between the self-governing dominions of the Commonwealth of Australia, the Dominion of Canada, the Irish Free State, Dominion of Newfoundland, the Dominion of New Zealand, and the Union of South Africa.",False
346,1934,"Bill Wilson, co-founder of Alcoholics Anonymous, takes his last drink and enters treatment for the last time","December 11 is the day in 1934 that Bill Wilson, co-founder of Alcoholics Anonymous, takes his last drink and enters treatment for the last time.",False
346,1946,the United Nations International Children's Emergency Fund (UNICEF) is established,December 11 is the day in 1946 that the United Nations International Children's Emergency Fund (UNICEF) is established.,False
346,1948,"the United Nations passes General Assembly Resolution 194, which established and defined the role of the United Nations Conciliation Commission as an organization to facilitate peace in the British Mandate for Palestine","December 11 is the day in 1948 that the United Nations passes General Assembly Resolution 194, which established and defined the role of the United Nations Conciliation Commission as an organization to facilitate peace in the British Mandate for Palestine.",False
346,1962,"Arthur Lucas, convicted of murder, is the last person to be executed in Canada","December 11 is the day in 1962 that Arthur Lucas, convicted of murder, is the last person to be executed in Canada.",False
346,1964,Che Guevara speaks at the United Nations General Assembly in New York City,December 11 is the day in 1964 that Che Guevara speaks at the United Nations General Assembly in New York City.,False
346,1972,apollo 17 becomes the sixth and last Apollo mission to land on the Moon,December 11 is the day in 1972 that apollo 17 becomes the sixth and last Apollo mission to land on the Moon.,False
346,1980,"the Comprehensive Environmental Response, Compensation, and Liability Act, also known as CERCLA or Superfund, is enacted by the U.S. Congress","December 11 is the day in 1980 that the Comprehensive Environmental Response, Compensation, and Liability Act, also known as CERCLA or Superfund, is enacted by the U.S. Congress.",False
346,1994,"a bomb explodes on Philippine Airlines Flight 434, en route from Manila to Tokyo, killing one","December 11 is the day in 1994 that a bomb explodes on Philippine Airlines Flight 434, en route from Manila to Tokyo, killing one.",False
346,1997,the Kyoto Protocol opens for signature,December 11 is the day in 1997 that the Kyoto Protocol opens for signature.,False
346,1998,"Thai Airways Flight 261 crashes near Surat Thani Airport, killing 101","December 11 is the day in 1998 that Thai Airways Flight 261 crashes near Surat Thani Airport, killing 101.",False
346,2001,the People's Republic of China joins the World Trade Organization,December 11 is the day in 2001 that the People's Republic of China joins the World Trade Organization.,False
346,2005,"the Buncefield Oil Depot catches fire in Hemel Hempstead, England","December 11 is the day in 2005 that the Buncefield Oil Depot catches fire in Hemel Hempstead, England.",False
346,2006,"the International Conference to Review the Global Vision of the Holocaust is opened in Tehran, Iran by Mahmoud Ahmadinejad; Nations such as Israel and the United States express concern","December 11 is the day in 2006 that the International Conference to Review the Global Vision of the Holocaust is opened in Tehran, Iran by Mahmoud Ahmadinejad; Nations such as Israel and the United States express concern.",False
346,2006,"Felipe Calderon Hinojosa, the president of Mexico, launches a military-led offensive to put down the drug cartel violence in the state of Michoacán","December 11 is the day in 2006 that Felipe Calderon Hinojosa, the president of Mexico, launches a military-led offensive to put down the drug cartel violence in the state of Michoacán.",False
346,2008,Bernard Madoff is arrested and charged with securities fraud in a $50 billion Ponzi scheme,December 11 is the day in 2008 that Bernard Madoff is arrested and charged with securities fraud in a $50 billion Ponzi scheme.,False
328,-534,Thespis of Icaria becomes the first recorded actor to portray a character onstage,November 23 is the day in 534 BC that Thespis of Icaria becomes the first recorded actor to portray a character onstage.,False
328,1248,Conquest of Seville by the Christian troops under King Ferdinand III of Castile,November 23 is the day in 1248 that Conquest of Seville by the Christian troops under King Ferdinand III of Castile.,False
328,1499,pretender to the throne Perkin Warbeck is hanged for reportedly attempting to escape from the Tower of London,November 23 is the day in 1499 that pretender to the throne Perkin Warbeck is hanged for reportedly attempting to escape from the Tower of London.,False
328,1510,First campaign of Ottoman Empire against Kingdom of Imereti (modern western Georgia),November 23 is the day in 1510 that First campaign of Ottoman Empire against Kingdom of Imereti (modern western Georgia).,False
328,1531,the Second war of Kappel results in the dissolution of the Protestant alliance in Switzerland,November 23 is the day in 1531 that the Second war of Kappel results in the dissolution of the Protestant alliance in Switzerland.,False
328,1644,"John Milton publishes Areopagitica, a pamphlet decrying censorship","November 23 is the day in 1644 that John Milton publishes Areopagitica, a pamphlet decrying censorship.",False
328,1867,"the Manchester Martyrs are hanged in Manchester, England for killing a police officer while freeing two Irish nationalists from custody","November 23 is the day in 1867 that the Manchester Martyrs are hanged in Manchester, England for killing a police officer while freeing two Irish nationalists from custody.",False
328,1876,Corrupt Tammany Hall leader William Magear Tweed (better known as Boss Tweed) is delivered to authorities in New York City after being captured in Spain,November 23 is the day in 1876 that Corrupt Tammany Hall leader William Magear Tweed (better known as Boss Tweed) is delivered to authorities in New York City after being captured in Spain.,False
328,1889,the first jukebox goes into operation at the Palais Royale Saloon in San Francisco,November 23 is the day in 1889 that the first jukebox goes into operation at the Palais Royale Saloon in San Francisco.,False
328,1910,Johan Alfred Ander becomes the last person to be executed in Sweden,November 23 is the day in 1910 that Johan Alfred Ander becomes the last person to be executed in Sweden.,False
328,1918,Heber J,November 23 is the day in 1918 that Heber J.,False
328,1934,"an Anglo-Ethiopian boundary commission in the Ogaden discovers an Italian garrison at Walwal, well within Ethiopian territory","November 23 is the day in 1934 that an Anglo-Ethiopian boundary commission in the Ogaden discovers an Italian garrison at Walwal, well within Ethiopian territory.",False
328,1936,Life magazine is reborn as a photo magazine and enjoys instant success,November 23 is the day in 1936 that Life magazine is reborn as a photo magazine and enjoys instant success.,False
328,1955,the Cocos Islands are transferred from the control of the United Kingdom to Australia,November 23 is the day in 1955 that the Cocos Islands are transferred from the control of the United Kingdom to Australia.,False
328,1959,"General Charles de Gaulle, President of France, declares in a speech in Strasbourg his vision for a ""Europe, ""from the Atlantic to the Urals","November 23 is the day in 1959 that General Charles de Gaulle, President of France, declares in a speech in Strasbourg his vision for a ""Europe, ""from the Atlantic to the Urals.",False
328,1963,the BBC broadcasts the first ever episode of Doctor Who (starring William Hartnell) which is the world's longest running science fiction drama,November 23 is the day in 1963 that the BBC broadcasts the first ever episode of Doctor Who (starring William Hartnell) which is the world's longest running science fiction drama.,False
328,1972,the Soviet Union makes its final attempt at successfully launching N-1 Rocket,November 23 is the day in 1972 that the Soviet Union makes its final attempt at successfully launching N-1 Rocket.,False
328,1976,Apneist Jacques Mayol is the first man to reach a depth of 100 m undersea without breathing equipment,November 23 is the day in 1976 that Apneist Jacques Mayol is the first man to reach a depth of 100 m undersea without breathing equipment.,False
328,1980,"a series of earthquakes in southern Italy kills approximately 3,000 people","November 23 is the day in 1980 that a series of earthquakes in southern Italy kills approximately 3,000 people.",False
328,1990,"the first all woman expedition to the South Pole (3 Americans, 1 Japanese and 12 Russians), sets off from Antarctica on the 1st leg of a 70 day, 1287 kilometre ski trek","November 23 is the day in 1990 that the first all woman expedition to the South Pole (3 Americans, 1 Japanese and 12 Russians), sets off from Antarctica on the 1st leg of a 70 day, 1287 kilometre ski trek.",False
328,1993,"Rachel Whiteread wins both the £20,000 Turner Prize award for best British modern artist and the £40,000 K Foundation art award for the worst artist of the year","November 23 is the day in 1993 that Rachel Whiteread wins both the £20,000 Turner Prize award for best British modern artist and the £40,000 K Foundation art award for the worst artist of the year.",False
328,2001,"the Convention on Cybercrime is signed in Budapest, Hungary","November 23 is the day in 2001 that the Convention on Cybercrime is signed in Budapest, Hungary.",False
328,2004,"the Holy Trinity Cathedral of Tbilisi, the largest religious building in Georgia, is consecrated","November 23 is the day in 2004 that the Holy Trinity Cathedral of Tbilisi, the largest religious building in Georgia, is consecrated.",False
328,2005,Ellen Johnson Sirleaf is elected president of Liberia and becomes the first woman to lead an African country,November 23 is the day in 2005 that Ellen Johnson Sirleaf is elected president of Liberia and becomes the first woman to lead an African country.,False
328,2006,"a series of bombing kills at least 215 people and injures 257 others in Sadr City, making it the second deadliest sectarian attack since the beginning of the Iraq War in 2003","November 23 is the day in 2006 that a series of bombing kills at least 215 people and injures 257 others in Sadr City, making it the second deadliest sectarian attack since the beginning of the Iraq War in 2003.",False
328,2009,"the Maguindanao massacre occurs in Ampatuan, Maguindanao, Mindanao, Philippines","November 23 is the day in 2009 that the Maguindanao massacre occurs in Ampatuan, Maguindanao, Mindanao, Philippines.",False
328,2010,"the Bombardment of Yeonpyeong occurs on Yeonpyeong Island, South Korea","November 23 is the day in 2010 that the Bombardment of Yeonpyeong occurs on Yeonpyeong Island, South Korea.",False
322,473,the future Leo II is named associate emperor by Leo I,November 17 is the day in 473 that the future Leo II is named associate emperor by Leo I.,False
322,1183,the Battle of Mizushima,November 17 is the day in 1183 that the Battle of Mizushima.,False
322,1292,John Balliol becomes King of Scotland,November 17 is the day in 1292 that John Balliol becomes King of Scotland.,False
322,1511,Spain and England ally against France,November 17 is the day in 1511 that Spain and England ally against France.,False
322,1659,the Peace of the Pyrenees is signed between France and Spain,November 17 is the day in 1659 that the Peace of the Pyrenees is signed between France and Spain.,False
322,1800,"the United States Congress holds its first session in Washington, D.C","November 17 is the day in 1800 that the United States Congress holds its first session in Washington, D.C.",False
322,1810,"sweden declares war on its ally the United Kingdom to begin the Anglo-Swedish War, although no fighting ever takes place","November 17 is the day in 1810 that sweden declares war on its ally the United Kingdom to begin the Anglo-Swedish War, although no fighting ever takes place.",False
322,1820,Captain Nathaniel Palmer becomes the first American to see Antarctica (the Palmer Peninsula is later named after him),November 17 is the day in 1820 that Captain Nathaniel Palmer becomes the first American to see Antarctica (the Palmer Peninsula is later named after him).,False
322,1831,Ecuador and Venezuela are separated from Greater Colombia,November 17 is the day in 1831 that Ecuador and Venezuela are separated from Greater Colombia.,False
322,1839,"Oberto, Giuseppe Verdi's first opera, opens at the Teatro alla Scala in Milan,","November 17 is the day in 1839 that Oberto, Giuseppe Verdi's first opera, opens at the Teatro alla Scala in Milan,.",False
322,1855,David Livingstone becomes the first European to see the Victoria Falls in what is now present-day Zambia-Zimbabwe,November 17 is the day in 1855 that David Livingstone becomes the first European to see the Victoria Falls in what is now present-day Zambia-Zimbabwe.,False
322,1858,modified Julian Day zero,November 17 is the day in 1858 that modified Julian Day zero.,False
322,1871,the National Rifle Association is granted a charter by the state of New York,November 17 is the day in 1871 that the National Rifle Association is granted a charter by the state of New York.,False
322,1876,Pyotr Ilyich Tchaikovsky's Slavonic March is given its première performance in Moscow,November 17 is the day in 1876 that Pyotr Ilyich Tchaikovsky's Slavonic March is given its première performance in Moscow.,False
322,1878,First assassination attempt against Umberto I of Italy,November 17 is the day in 1878 that First assassination attempt against Umberto I of Italy.,False
322,1903,"the Russian Social Democratic Labor Party splits into two groups; the Bolsheviks (Russian for ""majority"") and Mensheviks (Russian for ""minority"")","November 17 is the day in 1903 that the Russian Social Democratic Labor Party splits into two groups; the Bolsheviks (Russian for ""majority"") and Mensheviks (Russian for ""minority"").",False
322,1911,"Omega Psi Phi Fraternity Incorporated, which is the first black Greek-lettered organization founded at an HBCU, was founded on the campus of Howard University in Washington,DC","November 17 is the day in 1911 that Omega Psi Phi Fraternity Incorporated, which is the first black Greek-lettered organization founded at an HBCU, was founded on the campus of Howard University in Washington,DC.",False
322,1922,the first executions during the Irish Civil War take place when five Irish Republican Army members are sent to the firing squad by the Irish Free State,November 17 is the day in 1922 that the first executions during the Irish Civil War take place when five Irish Republican Army members are sent to the firing squad by the Irish Free State.,False
322,1933,United States recognizes Soviet Union,November 17 is the day in 1933 that United States recognizes Soviet Union.,False
322,1947,the Screen Actors Guild implements an anti-Communist loyalty oath,November 17 is the day in 1947 that the Screen Actors Guild implements an anti-Communist loyalty oath.,False
322,1947,"american scientists John Bardeen and Walter Brattain observe the basic principles of the transistor, a key element for the electronics revolution of the 20th Century","November 17 is the day in 1947 that american scientists John Bardeen and Walter Brattain observe the basic principles of the transistor, a key element for the electronics revolution of the 20th Century.",False
322,1953,"the remaining human inhabitants of the Blasket Islands, Kerry, Ireland are evacuated to the mainland","November 17 is the day in 1953 that the remaining human inhabitants of the Blasket Islands, Kerry, Ireland are evacuated to the mainland.",False
322,1962,"President John F. Kennedy dedicates Dulles International Airport, serving the Washington, D.C. region","November 17 is the day in 1962 that President John F. Kennedy dedicates Dulles International Airport, serving the Washington, D.C. region.",False
322,1968,Alexandros Panagoulis is condemned to death for attempting to assassinate Greek dictator George Papadopoulos,November 17 is the day in 1968 that Alexandros Panagoulis is condemned to death for attempting to assassinate Greek dictator George Papadopoulos.,False
322,1970,Douglas Engelbart receives the patent for the first computer mouse,November 17 is the day in 1970 that Douglas Engelbart receives the patent for the first computer mouse.,False
322,1973,the Athens Polytechnic Uprising against the military regime ends in a bloodshed in the Greek capital,November 17 is the day in 1973 that the Athens Polytechnic Uprising against the military regime ends in a bloodshed in the Greek capital.,False
322,1979,Brisbane Suburban Railway Electrification,November 17 is the day in 1979 that Brisbane Suburban Railway Electrification.,False
322,1982,"Duk Koo Kim dies unexpectedly from injuries sustained during a 14-round match against Ray Mancini in Las Vegas, Nevada, prompting reforms in the sport of boxing","November 17 is the day in 1982 that Duk Koo Kim dies unexpectedly from injuries sustained during a 14-round match against Ray Mancini in Las Vegas, Nevada, prompting reforms in the sport of boxing.",False
322,1983,the Zapatista Army of National Liberation is founded in Mexico,November 17 is the day in 1983 that the Zapatista Army of National Liberation is founded in Mexico.,False
322,1990,"Fugendake, part of the Mount Unzen volcanic complex, Nagasaki prefecture, Japan becomes active again and erupts","November 17 is the day in 1990 that Fugendake, part of the Mount Unzen volcanic complex, Nagasaki prefecture, Japan becomes active again and erupts.",False
322,2000,"a catastrophic landslide in Log pod Mangartom, Slovenia, kills 7, and causes millions of SIT of damage","November 17 is the day in 2000 that a catastrophic landslide in Log pod Mangartom, Slovenia, kills 7, and causes millions of SIT of damage.",False
322,2000,Alberto Fujimori is removed from office as president of Peru,November 17 is the day in 2000 that Alberto Fujimori is removed from office as president of Peru.,False
323,326,the old St. Peter's Basilica is consecrated,November 18 is the day in 326 that the old St. Peter's Basilica is consecrated.,False
323,401,"the Visigoths, led by king Alaric I, cross the Alps and invade northern Italy","November 18 is the day in 401 that the Visigoths, led by king Alaric I, cross the Alps and invade northern Italy.",False
323,1105,Maginulfo is elected the Antipope as Sylvester IV,November 18 is the day in 1105 that Maginulfo is elected the Antipope as Sylvester IV.,False
323,1210,Pope Innocent III excommunicates Holy Roman Emperor Otto IV,November 18 is the day in 1210 that Pope Innocent III excommunicates Holy Roman Emperor Otto IV.,False
323,1302,Pope Boniface VIII issues the Papal bull Unam sanctam (One Faith),November 18 is the day in 1302 that Pope Boniface VIII issues the Papal bull Unam sanctam (One Faith).,False
323,1307,William Tell shoots an apple off his son's head,November 18 is the day in 1307 that William Tell shoots an apple off his son's head.,False
323,1421,"a seawall at the Zuiderzee dike in the Netherlands breaks, flooding 72 villages and killing about 10,000 people","November 18 is the day in 1421 that a seawall at the Zuiderzee dike in the Netherlands breaks, flooding 72 villages and killing about 10,000 people.",False
323,1493,Christopher Columbus first sights the island now known as Puerto Rico,November 18 is the day in 1493 that Christopher Columbus first sights the island now known as Puerto Rico.,False
323,1601,"Tiryaki Hasan Pasha, provincial governor of Ottoman Empire, utterly defeats Habsburg forces, commanded by Ferdinand the Archduke of Austria during the Siege of Nagykanizsa","November 18 is the day in 1601 that Tiryaki Hasan Pasha, provincial governor of Ottoman Empire, utterly defeats Habsburg forces, commanded by Ferdinand the Archduke of Austria during the Siege of Nagykanizsa.",False
323,1626,St. Peter's Basilica is consecrated,November 18 is the day in 1626 that St. Peter's Basilica is consecrated.,False
323,1686,Charles Francois Felix operates on King Louis XIV of France's anal fistula after practicing the surgery on several peasants,November 18 is the day in 1686 that Charles Francois Felix operates on King Louis XIV of France's anal fistula after practicing the surgery on several peasants.,False
323,1730,"Frederick II (known as Frederick the Great), King of Prussia, is granted a royal pardon and released from confinement","November 18 is the day in 1730 that Frederick II (known as Frederick the Great), King of Prussia, is granted a royal pardon and released from confinement.",False
323,1803,"the Battle of Vertières, the last major battle of the Haitian Revolution, is fought, leading to the establishment of the Republic of Haiti, the first black republic in the Western Hemisphere","November 18 is the day in 1803 that the Battle of Vertières, the last major battle of the Haitian Revolution, is fought, leading to the establishment of the Republic of Haiti, the first black republic in the Western Hemisphere.",False
323,1865,Mark Twain's short story The Celebrated Jumping Frog of Calaveras County is published in the New York Saturday Press,November 18 is the day in 1865 that Mark Twain's short story The Celebrated Jumping Frog of Calaveras County is published in the New York Saturday Press.,False
323,1883,"American and Canadian railroads institute five standard continental time zones, ending the confusion of thousands of local times","November 18 is the day in 1883 that American and Canadian railroads institute five standard continental time zones, ending the confusion of thousands of local times.",False
323,1903,"the Hay-Bunau-Varilla Treaty is signed by the United States and Panama, giving the United States exclusive rights over the Panama Canal Zone","November 18 is the day in 1903 that the Hay-Bunau-Varilla Treaty is signed by the United States and Panama, giving the United States exclusive rights over the Panama Canal Zone.",False
323,1904,General Esteban Huertas steps down after the government of Panama fears he wants to stage a coup,November 18 is the day in 1904 that General Esteban Huertas steps down after the government of Panama fears he wants to stage a coup.,False
323,1918,Latvia declares its independence from Russia,November 18 is the day in 1918 that Latvia declares its independence from Russia.,False
323,1926,"George Bernard Shaw refuses to accept the money for his Nobel Prize, saying, ""I can forgive Alfred Nobel for inventing dynamite, but only a fiend in human form could have invented the Nobel Prize""","November 18 is the day in 1926 that George Bernard Shaw refuses to accept the money for his Nobel Prize, saying, ""I can forgive Alfred Nobel for inventing dynamite, but only a fiend in human form could have invented the Nobel Prize"".",False
323,1930,"Soka Kyoiku Gakkai, a Buddhist association later renamed Soka Gakkai, is founded by Japanese educators Tsunesaburo Makiguchi and Josei Toda","November 18 is the day in 1930 that Soka Kyoiku Gakkai, a Buddhist association later renamed Soka Gakkai, is founded by Japanese educators Tsunesaburo Makiguchi and Josei Toda.",False
323,1938,Trade union members elect John L. Lewis as the first president of the Congress of Industrial Organizations,November 18 is the day in 1938 that Trade union members elect John L. Lewis as the first president of the Congress of Industrial Organizations.,False
323,1940,"New York City's ""Mad Bomber"" George Metesky places his first bomb at a Manhattan office building used by Consolidated Edison","November 18 is the day in 1940 that New York City's ""Mad Bomber"" George Metesky places his first bomb at a Manhattan office building used by Consolidated Edison.",False
323,1947,"the Ballantyne's Department Store fire in Christchurch, New Zealand, kills 41; it is the worst fire disaster in the history of New Zealand","November 18 is the day in 1947 that the Ballantyne's Department Store fire in Christchurch, New Zealand, kills 41; it is the worst fire disaster in the history of New Zealand.",False
323,1949,the Iva Valley Shooting occurs after the coal miners of Enugu in Nigeria go on strike over withheld wages; 21 miners are shot dead and 51 are wounded by police under the supervision of the British colonial administration of Nigeria,November 18 is the day in 1949 that the Iva Valley Shooting occurs after the coal miners of Enugu in Nigeria go on strike over withheld wages; 21 miners are shot dead and 51 are wounded by police under the supervision of the British colonial administration of Nigeria.,False
323,1961,"United States President John F. Kennedy sends 18,000 military advisors to South Vietnam","November 18 is the day in 1961 that United States President John F. Kennedy sends 18,000 military advisors to South Vietnam.",False
323,1963,the first push-button telephone goes into service,November 18 is the day in 1963 that the first push-button telephone goes into service.,False
323,1970,U.S. President Richard Nixon asks the U.S. Congress for $155 million USD in supplemental aid for the Cambodian government,November 18 is the day in 1970 that U.S. President Richard Nixon asks the U.S. Congress for $155 million USD in supplemental aid for the Cambodian government.,False
323,1991,Shiite Muslim kidnappers in Lebanon release Anglican Church envoys Terry Waite and Thomas Sutherland,November 18 is the day in 1991 that Shiite Muslim kidnappers in Lebanon release Anglican Church envoys Terry Waite and Thomas Sutherland.,False
320,1533,"Francisco Pizarro arrives in Cuzco, the capital of the Inca Empire","November 15 is the day in 1533 that Francisco Pizarro arrives in Cuzco, the capital of the Inca Empire.",False
320,1791,"the first U.S Catholic college, Georgetown University, opens its doors","November 15 is the day in 1791 that the first U.S Catholic college, Georgetown University, opens its doors.",False
320,1859,"the first modern revival of the Olympic Games takes place in Athens, Greece","November 15 is the day in 1859 that the first modern revival of the Olympic Games takes place in Athens, Greece.",False
347,1408,"the Order of the Dragon a monarchical chivalric order is created by Sigismund of Luxembourg, then King of Hungary","December 12 is the day in 1408 that the Order of the Dragon a monarchical chivalric order is created by Sigismund of Luxembourg, then King of Hungary.",False
347,1787,Pennsylvania becomes the second state to ratify the United States Constitution five days after Delaware became the first,December 12 is the day in 1787 that Pennsylvania becomes the second state to ratify the United States Constitution five days after Delaware became the first.,False
347,1870,"Joseph H. Rainey of South Carolina becomes the second black U.S. congressman, the first one being Hiram Revels","December 12 is the day in 1870 that Joseph H. Rainey of South Carolina becomes the second black U.S. congressman, the first one being Hiram Revels.",False
347,1897,"Belo Horizonte, the first planned city in Brazil, is founded","December 12 is the day in 1897 that Belo Horizonte, the first planned city in Brazil, is founded.",False
347,1901,"Guglielmo Marconi receives the first transatlantic radio signal at Signal Hill in St John's, Newfoundland","December 12 is the day in 1901 that Guglielmo Marconi receives the first transatlantic radio signal at Signal Hill in St John's, Newfoundland.",False
347,1911,Delhi replaces Calcutta as the capital of India,December 12 is the day in 1911 that Delhi replaces Calcutta as the capital of India.,False
347,1915,"President of the Republic of China, Yuan Shikai, announces his intention to reinstate the monarchy and proclaim himself Emperor of China","December 12 is the day in 1915 that President of the Republic of China, Yuan Shikai, announces his intention to reinstate the monarchy and proclaim himself Emperor of China.",False
347,1918,flag of Estonia is raised atop the Pikk Hermann for the first time,December 12 is the day in 1918 that flag of Estonia is raised atop the Pikk Hermann for the first time.,False
347,1925,the Majlis of Iran votes to crown Reza Khan as the new Shah of Persia,December 12 is the day in 1925 that the Majlis of Iran votes to crown Reza Khan as the new Shah of Persia.,False
347,1935,"Lebensborn Project, a Nazi reproduction program, is founded by Heinrich Himmler","December 12 is the day in 1935 that Lebensborn Project, a Nazi reproduction program, is founded by Heinrich Himmler.",False
347,1941,Adolf Hitler announces extermination of the Jews at a meeting in the Reich Chancellery,December 12 is the day in 1941 that Adolf Hitler announces extermination of the Jews at a meeting in the Reich Chancellery.,False
347,1942,"a fire in a hostel in St. John's, Newfoundland, kills 100 people","December 12 is the day in 1942 that a fire in a hostel in St. John's, Newfoundland, kills 100 people.",False
347,1946,a fire at a New York City ice plant spreads to a nearby tenement killing 37 people,December 12 is the day in 1946 that a fire at a New York City ice plant spreads to a nearby tenement killing 37 people.,False
347,1950,"Paula Ackerman, the first woman appointed to perform rabbinical functions in the United States, leads the congregation in her first services","December 12 is the day in 1950 that Paula Ackerman, the first woman appointed to perform rabbinical functions in the United States, leads the congregation in her first services.",False
347,1958,guinea joins the United Nations,December 12 is the day in 1958 that guinea joins the United Nations.,False
347,1963,Kenya gains its independence from the United Kingdom,December 12 is the day in 1963 that Kenya gains its independence from the United Kingdom.,False
347,1964,Prime Minister Jomo Kenyatta becomes the first President of the Republic of Kenya,December 12 is the day in 1964 that Prime Minister Jomo Kenyatta becomes the first President of the Republic of Kenya.,False
347,1979,"President of Pakistan, Zia-ul-Haq, confers Nishan-e-Imtiaz on Nobel laureate Dr Abdus Salam","December 12 is the day in 1979 that President of Pakistan, Zia-ul-Haq, confers Nishan-e-Imtiaz on Nobel laureate Dr Abdus Salam.",False
347,1979,the unrecognised state of Zimbabwe Rhodesia returns to British control and resumes using the name Southern Rhodesia,December 12 is the day in 1979 that the unrecognised state of Zimbabwe Rhodesia returns to British control and resumes using the name Southern Rhodesia.,False
347,1979,a major earthquake and tsunami kill 259 people in Colombia,December 12 is the day in 1979 that a major earthquake and tsunami kill 259 people in Colombia.,False
347,1984,Maaouiya Ould Sid'Ahmed Taya becomes the third president of Mauritania after a coup d'état against Mohamed Khouna Ould Haidalla while the latter is attending a summit,December 12 is the day in 1984 that Maaouiya Ould Sid'Ahmed Taya becomes the third president of Mauritania after a coup d'état against Mohamed Khouna Ould Haidalla while the latter is attending a summit.,False
347,1985,"Arrow Air Flight 1285 crashes after takeoff in Gander, Newfoundland, killing 256, including 236 members of the United States Army's 101st Airborne Division","December 12 is the day in 1985 that Arrow Air Flight 1285 crashes after takeoff in Gander, Newfoundland, killing 256, including 236 members of the United States Army's 101st Airborne Division.",False
347,1988,the Clapham Junction rail crash kills thirty-five and injures hundreds after two collisions of three commuter trains – one of the worst train crashes in the United Kingdom,December 12 is the day in 1988 that the Clapham Junction rail crash kills thirty-five and injures hundreds after two collisions of three commuter trains – one of the worst train crashes in the United Kingdom.,False
347,2000,the United States Supreme Court releases its decision in Bush v. Gore,December 12 is the day in 2000 that the United States Supreme Court releases its decision in Bush v. Gore.,False
347,2011,the last Soldiers of the 1st Cavalry Division leave Iraq as part of troop drawdown marking the end of their part in the 8 year war,December 12 is the day in 2011 that the last Soldiers of the 1st Cavalry Division leave Iraq as part of troop drawdown marking the end of their part in the 8 year war.,False
326,-164,"Judas Maccabaeus, son of Mattathias of the Hasmonean family, restores the Temple in Jerusalem","November 21 is the day in 164 BC that Judas Maccabaeus, son of Mattathias of the Hasmonean family, restores the Temple in Jerusalem.",False
326,235,Pope Anterus succeeds Pontian as the nineteenth pope,November 21 is the day in 235 that Pope Anterus succeeds Pontian as the nineteenth pope.,False
326,1386,"Timur of Samarkand captures and sacks the Georgian capital of Tbilisi, taking King Bagrat V of Georgia captive","November 21 is the day in 1386 that Timur of Samarkand captures and sacks the Georgian capital of Tbilisi, taking King Bagrat V of Georgia captive.",False
326,1620,"Plymouth Colony settlers sign the Mayflower Compact (November 11, O.S","November 21 is the day in 1620 that Plymouth Colony settlers sign the Mayflower Compact (November 11, O.S.",False
326,1789,North Carolina ratifies the United States Constitution and is admitted as the 12th U.S. state,November 21 is the day in 1789 that North Carolina ratifies the United States Constitution and is admitted as the 12th U.S. state.,False
326,1877,"Thomas Edison announces his invention of the phonograph, a machine that can record and play sound","November 21 is the day in 1877 that Thomas Edison announces his invention of the phonograph, a machine that can record and play sound.",False
326,1905,"Albert Einstein's paper, Does the Inertia of a Body Depend Upon Its Energy Content?, is published in the journal ""Annalen der Physik""","November 21 is the day in 1905 that Albert Einstein's paper, Does the Inertia of a Body Depend Upon Its Energy Content?, is published in the journal ""Annalen der Physik"".",False
326,1918,"flag of Estonia, previously used by pro-independence activists, is formally adopted as national flag of the Republic of Estonia","November 21 is the day in 1918 that flag of Estonia, previously used by pro-independence activists, is formally adopted as national flag of the Republic of Estonia.",False
326,1918,"a pogrom takes place in Lwów (now Lviv); over three days, at least 50 Jews and 270 Ukrainian Christians are killed by Poles","November 21 is the day in 1918 that a pogrom takes place in Lwów (now Lviv); over three days, at least 50 Jews and 270 Ukrainian Christians are killed by Poles.",False
