number,fact_fragment,fact_statement,was_submitted
117,National longevity recordholders,117 is National longevity recordholders.,False
117,oldest people,117 is oldest people.,False
117,the atomic number of a recently discovered element temporarily called ununseptium,117 is the atomic number of a recently discovered element temporarily called ununseptium.,False
117,"a substitute for the number 17, which is considered unlucky in Italy","117 is a substitute for the number 17, which is considered unlucky in Italy.",False
117,the number to call Guardia di Finanza for customs/financial/border police in Italy,117 is the number to call Guardia di Finanza for customs/financial/border police in Italy.,False
117,the fire emergency telephone number in Portugal,117 is the fire emergency telephone number in Portugal.,False
117,1-1-7 is the national emergency telephone number in the Philippines,117 is 1-1-7 is the national emergency telephone number in the Philippines.,False
117,the police emergency telephone number in Switzerland,117 is the police emergency telephone number in Switzerland.,False
117,the serial number of protagonist John from the Halo Series,117 is the serial number of protagonist John from the Halo Series.,False
116,National longevity recordholders,116 is National longevity recordholders.,False
116,oldest people,116 is oldest people.,False
116,the prefix for several EU-wide telephone helplines designated as harmonised service of social value,116 is the prefix for several EU-wide telephone helplines designated as harmonised service of social value.,False
116,the atomic number of an element temporarily called ununhexium,116 is the atomic number of an element temporarily called ununhexium.,False
116,"the number of years that the Hundred Years' War between France and England, from 1337 to 1453, actually lasted","116 is the number of years that the Hundred Years' War between France and England, from 1337 to 1453, actually lasted.",False
116,the fire emergency telephone number in Peru,116 is the fire emergency telephone number in Peru.,False
116,the record for number of wins in a single season of Major League Baseball achieved by the Chicago Cubs in 1906 and the Seattle Mariners in 2001,116 is the record for number of wins in a single season of Major League Baseball achieved by the Chicago Cubs in 1906 and the Seattle Mariners in 2001.,False
111,the atomic number of the element roentgenium (Rg),111 is the atomic number of the element roentgenium (Rg).,False
111,the emergency telephone number in New Zealand; see 1-1-1,111 is the emergency telephone number in New Zealand; see 1-1-1.,False
111,"""eleventyone"" is satirized Internet slang for over-exclamation in typed statements","111 is ""eleventyone"" is satirized Internet slang for over-exclamation in typed statements.",False
111,"it is the lowest positive integer requiring six syllables to name in American English, or seven syllables (including ""and"") in Canadian and British English","111 is it is the lowest positive integer requiring six syllables to name in American English, or seven syllables (including ""and"") in Canadian and British English.",False
111,"occasionally it is referred to as ""eleventy-one"", as read in The Fellowship of the Ring by J.R.R","111 is occasionally it is referred to as ""eleventy-one"", as read in The Fellowship of the Ring by J.R.R.",False
110,the atomic number of darmstadtium,110 is the atomic number of darmstadtium.,False
110,"1-1-0, the emergency telephone number used to reach police services in Iran, Germany, Estonia, China and Japan","110 is 1-1-0, the emergency telephone number used to reach police services in Iran, Germany, Estonia, China and Japan.",False
110,the age a person must attain in order to be considered a supercentenarian,110 is the age a person must attain in order to be considered a supercentenarian.,False
110,a card game related to Forty-five (card game),110 is a card game related to Forty-five (card game).,False
110,the number of stories of both towers of the former World Trade Center in New York,110 is the number of stories of both towers of the former World Trade Center in New York.,False
110,the number of stories (by common reckoning) of the Sears Tower in Chicago,110 is the number of stories (by common reckoning) of the Sears Tower in Chicago.,False
110,the TCP port used for POP3 email protocol,110 is the TCP port used for POP3 email protocol.,False
110,"the abjad (ابجد) translation of word ""علی"" (Ali) in Arabic and Persian","110 is the abjad (ابجد) translation of word ""علی"" (Ali) in Arabic and Persian.",False
110,"it is also known as ""eleventy"", a term made famous by linguist and author J. R. R. Tolkien (Bilbo Baggins celebrates his eleventy-first birthday at the beginning of The Lord of the Rings) and derived from the Old English hund endleofantig","110 is it is also known as ""eleventy"", a term made famous by linguist and author J. R. R. Tolkien (Bilbo Baggins celebrates his eleventy-first birthday at the beginning of The Lord of the Rings) and derived from the Old English hund endleofantig.",False
113,National longevity recordholders,113 is National longevity recordholders.,False
113,list of oldest people,113 is list of oldest people.,False
113,the fire emergency telephone number in Indonesia,113 is the fire emergency telephone number in Indonesia.,False
113,the medical emergency telephone number in Norway and Latvia,113 is the medical emergency telephone number in Norway and Latvia.,False
113,"the police emergency telephone number in Italy, Luxembourg, Slovenia and Vietnam","113 is the police emergency telephone number in Italy, Luxembourg, Slovenia and Vietnam.",False
113,the Argentina time telephone number,113 is the Argentina time telephone number.,False
113,the intelligence Agency telephone number in Iran,113 is the intelligence Agency telephone number in Iran.,False
113,the port number of the IDENT Internet protocol that helps identify the user of a particular TCP connection,113 is the port number of the IDENT Internet protocol that helps identify the user of a particular TCP connection.,False
113,the atomic number of an element temporarily called ununtrium,113 is the atomic number of an element temporarily called ununtrium.,False
113,"in enduro, it is regarded as an unlucky number to be given to a race entrant and is colloquially known as a ""blind pew""","113 is in enduro, it is regarded as an unlucky number to be given to a race entrant and is colloquially known as a ""blind pew"".",False
113,the number of surat al-Falaq in the Qur'an,113 is the number of surat al-Falaq in the Qur'an.,False
113,a French hip hop group,113 is a French hip hop group.,False
113,"it is also a rare lucky number, and has been written about by anthropologist Emily Anne McDonald","113 is it is also a rare lucky number, and has been written about by anthropologist Emily Anne McDonald.",False
112,"throughout the European Union – in some cases, alongside other, country-specific emergency numbers","112 is throughout the European Union – in some cases, alongside other, country-specific emergency numbers.",False
112,in various other countries,112 is in various other countries.,False
112,"on mobile phones implementing the GSM standard, where it redirects to the country-specific emergency number","112 is on mobile phones implementing the GSM standard, where it redirects to the country-specific emergency number.",False
112,the number of surat al-Ikhlas in the Qur'an,112 is the number of surat al-Ikhlas in the Qur'an.,False
112,the atomic number of the element copernicium (formerly called ununbium),112 is the atomic number of the element copernicium (formerly called ununbium).,False
119,1-1-9 is an emergency telephone number in some countries,119 is 1-1-9 is an emergency telephone number in some countries.,False
119,a number to report children / youth at risk in France,119 is a number to report children / youth at risk in France.,False
119,the default port for unencrypted NNTP connections,119 is the default port for unencrypted NNTP connections.,False
118,"the beginning of directory enquiries numbers in the United Kingdom,France, Germany, Latvia, Sweden, Ireland, and Turkey","118 is the beginning of directory enquiries numbers in the United Kingdom,France, Germany, Latvia, Sweden, Ireland, and Turkey.",False
118,the directory enquiries number in Iran,118 is the directory enquiries number in Iran.,False
118,the emergency at sea emergency telephone number in Japan,118 is the emergency at sea emergency telephone number in Japan.,False
118,the fire emergency telephone number in Switzerland,118 is the fire emergency telephone number in Switzerland.,False
118,the medical emergency telephone number in Bolivia and Indonesia,118 is the medical emergency telephone number in Bolivia and Indonesia.,False
118,the medical and Alpine rescue emergency telephone number in Italy,118 is the medical and Alpine rescue emergency telephone number in Italy.,False
108,"in Homer's Odyssey, the number of suitors coveting Penelope, wife of Odysseus","108 is in Homer's Odyssey, the number of suitors coveting Penelope, wife of Odysseus.",False
108,the atomic number of hassium,108 is the atomic number of hassium.,False
108,the number of Mbit/s of a non-standard extension of IEEE 802.11g wireless network using channel bonding,108 is the number of Mbit/s of a non-standard extension of IEEE 802.11g wireless network using channel bonding.,False
109,the atomic number of meitnerium,109 is the atomic number of meitnerium.,False
102,"the atomic number of nobelium, an actinide","102 is the atomic number of nobelium, an actinide.",False
102,the emergency telephone number for police in Ukraine and Belarus,102 is the emergency telephone number for police in Ukraine and Belarus.,False
102,the emergency telephone number for fire in Israel,102 is the emergency telephone number for fire in Israel.,False
102,the emergency telephone number for ambulance in parts of India,102 is the emergency telephone number for ambulance in parts of India.,False
103,"the atomic number of lawrencium, an actinide","103 is the atomic number of lawrencium, an actinide.",False
103,"the emergency telephone number for ambulance in Belarus, India and Ukraine","103 is the emergency telephone number for ambulance in Belarus, India and Ukraine.",False
101,"in physics and chemistry, it is the atomic number of mendelevium, an actinide","101 is in physics and chemistry, it is the atomic number of mendelevium, an actinide.",False
101,"Roi Et Province, a province in Thailand","101 is Roi Et Province, a province in Thailand.",False
101,an HTTP status code indicating that a client should switch protocols (e.g,101 is an HTTP status code indicating that a client should switch protocols (e.g.,False
101,"for a new checking account in the US, the number of the first check","101 is for a new checking account in the US, the number of the first check.",False
101,a term used to define the number of keys on a computer keyboard,101 is a term used to define the number of keys on a computer keyboard.,False
101,"an emergency telephone number in Argentina, Belarus, Belgium, India, and Israel","101 is an emergency telephone number in Argentina, Belarus, Belgium, India, and Israel.",False
106,the atomic number of seaborgium (Unilhexium Unh),106 is the atomic number of seaborgium (Unilhexium Unh).,False
106,the number of surat Quraysh in the Qur'an,106 is the number of surat Quraysh in the Qur'an.,False
106,the Australian national text emergency number,106 is the Australian national text emergency number.,False
106,"the maximum number of characters filenames can have in Joliet, an extension to the ISO 9660 file system","106 is the maximum number of characters filenames can have in Joliet, an extension to the ISO 9660 file system.",False
107,the atomic number of bohrium,107 is the atomic number of bohrium.,False
107,the emergency telephone number in Argentina and Cape Town,107 is the emergency telephone number in Argentina and Cape Town.,False
107,the telephone of the police in Hungary,107 is the telephone of the police in Hungary.,False
107,a common police code denoting a suspicious person,107 is a common police code denoting a suspicious person.,False
107,the current number of Nobel Prize in Literature laureates,107 is the current number of Nobel Prize in Literature laureates.,False
107,Kashna's M1 bench press weight,107 is Kashna's M1 bench press weight.,False
104,the atomic number of rutherfordium,104 is the atomic number of rutherfordium.,False
104,Number of degrees Fahrenheit corresponding to 40 Celsius,104 is Number of degrees Fahrenheit corresponding to 40 Celsius.,False
104,"the number of Corinthian columns in the Temple of Olympian Zeus, the largest temple ever built in Greece","104 is the number of Corinthian columns in the Temple of Olympian Zeus, the largest temple ever built in Greece.",False
104,the number of guns on Admiral Horatio Nelson's flagship HMS Victory,104 is the number of guns on Admiral Horatio Nelson's flagship HMS Victory.,False
105,"the atomic number of hahnium, also known as dubnium","105 is the atomic number of hahnium, also known as dubnium.",False
105,the number of surat al-Fil in the Qur'an,105 is the number of surat al-Fil in the Qur'an.,False
179,Matlock aired a total of 195 episodes over nine seasons,179 is Matlock aired a total of 195 episodes over nine seasons.,False
179,the Rattler is a wooden roller coaster at Six Flags Fiesta Texas,179 is the Rattler is a wooden roller coaster at Six Flags Fiesta Texas.,False
179,guns a Poppin!,179 is guns a Poppin!.,False
179,Cahill U.S,179 is Cahill U.S.,False
179,the atomic number of an element temporarily called Unseptennium,179 is the atomic number of an element temporarily called Unseptennium.,False
178,the atomic number of an element temporarily called Unseptoctium,178 is the atomic number of an element temporarily called Unseptoctium.,False
177,the atomic number of an element temporarily called Unseptseptium,177 is the atomic number of an element temporarily called Unseptseptium.,False
176,the atomic number of an element temporarily called Unsepthexium,176 is the atomic number of an element temporarily called Unsepthexium.,False
175,USNS Sgt,175 is USNS Sgt.,False
175,the atomic number of an element temporarily called Unseptpentium,175 is the atomic number of an element temporarily called Unseptpentium.,False
175,"the Beatles eighth studio album, Sgt","175 is the Beatles eighth studio album, Sgt.",False
174,the number of annual journeys made (in millions) on the Victoria line of the London Underground,174 is the number of annual journeys made (in millions) on the Victoria line of the London Underground.,False
174,a section of Oregon Route 212 referred to as Clackamas-Boring Highway No,174 is a section of Oregon Route 212 referred to as Clackamas-Boring Highway No.,False
174,the atomic number of an element temporarily called Unseptquadium,174 is the atomic number of an element temporarily called Unseptquadium.,False
173,Colby Rasmus's Batting Average with the blue jays in 2011,173 is Colby Rasmus's Batting Average with the blue jays in 2011.,False
173,the atomic number of an element temporarily called Unsepttrium,173 is the atomic number of an element temporarily called Unsepttrium.,False
173,the Exit status indicated by Mac App Store software when receipt validation fails,173 is the Exit status indicated by Mac App Store software when receipt validation fails.,False
173,"R. v. Bartle, 3 S.C.R","173 is R. v. Bartle, 3 S.C.R.",False
173,something/Anything?,173 is something/Anything?.,False
172,the atomic number of an element temporarily called Unseptbium,172 is the atomic number of an element temporarily called Unseptbium.,False
172,numbers 1-7-2 appear on the back of the US $5 dollar bill (in the bushes at the base of the Lincoln Memorial),172 is numbers 1-7-2 appear on the back of the US $5 dollar bill (in the bushes at the base of the Lincoln Memorial).,False
171,the atomic number of an element called Ununseptunium,171 is the atomic number of an element called Ununseptunium.,False
171,Fox Valley No,171 is Fox Valley No.,False
182,the atomic number of an element temporarily called Unoctbium,182 is the atomic number of an element temporarily called Unoctbium.,False
182,"the only bridge running through the village of Leenaun in Galway, Ireland, following torrential rain, was swept away on July 18, 2007, cutting the town in half","182 is the only bridge running through the village of Leenaun in Galway, Ireland, following torrential rain, was swept away on July 18, 2007, cutting the town in half.",False
183,Laborers International Union of N.A,183 is Laborers International Union of N.A.,False
183,the atomic number of an element temporarily called Unocttrium,183 is the atomic number of an element temporarily called Unocttrium.,False
183,the Thrill Is Gone (1969) by B.B,183 is the Thrill Is Gone (1969) by B.B.,False
180,the maximum possible score in one turn at darts (three triple 20s),180 is the maximum possible score in one turn at darts (three triple 20s).,False
181,"Oregon Route 229, also known as the Siletz Highway No","181 is Oregon Route 229, also known as the Siletz Highway No.",False
181,the atomic number of an element temporarily called Unoctunium,181 is the atomic number of an element temporarily called Unoctunium.,False
181,Langenburg No,181 is Langenburg No.,False
181,"the Rolling Stones, Now!","181 is the Rolling Stones, Now!.",False
186,the atomic number of an element temporarily called Unocthexium,186 is the atomic number of an element temporarily called Unocthexium.,False
186,abernethy No,186 is abernethy No.,False
187,one Eight Seven (1997) starring Samuel L. Jackson,187 is one Eight Seven (1997) starring Samuel L. Jackson.,False
187,"one Eight Seven, a character played by Coolio in the film Dracula 3000","187 is one Eight Seven, a character played by Coolio in the film Dracula 3000.",False
187,the atomic number of an element temporarily called Unoctseptium,187 is the atomic number of an element temporarily called Unoctseptium.,False
187,North Qu'Appelle No,187 is North Qu'Appelle No.,False
187,Drum and bass artist 1.8.7,187 is Drum and bass artist 1.8.7.,False
187,"“Deep Cover”, a.k.a","187 is “Deep Cover”, a.k.a.",False
187,“One Eight Seven” on Senses Fail’s (2002) From the Depths of Dreams CD,187 is “One Eight Seven” on Senses Fail’s (2002) From the Depths of Dreams CD.,False
184,no,184 is no.,False
184,the atomic number of an element temporarily called Unoctquadium,184 is the atomic number of an element temporarily called Unoctquadium.,False
185,the atomic number of an element temporarily called Unoctpentium,185 is the atomic number of an element temporarily called Unoctpentium.,False
188,the atomic number of an element temporarily called Unoctoctium,188 is the atomic number of an element temporarily called Unoctoctium.,False
188,the beginning of the toll-free area code 1-888,188 is the beginning of the toll-free area code 1-888.,False
189,no,189 is no.,False
189,the atomic number of an element temporarily called Unoctennium,189 is the atomic number of an element temporarily called Unoctennium.,False
189,Lumsden No,189 is Lumsden No.,False
168,"the number of hours in a week, or 7 x 24 hours","168 is the number of hours in a week, or 7 x 24 hours.",False
168,"in the game of dominoes, tiles are marked with a number of spots, or pips (or are blank)","168 is in the game of dominoes, tiles are marked with a number of spots, or pips (or are blank).",False
168,"Blazin Squad’s song “Where The Story Ends” (2002) includes lyrics, “In a week there's seven days","168 is Blazin Squad’s song “Where The Story Ends” (2002) includes lyrics, “In a week there's seven days.",False
168,"Omarion’s song “Never Gonna Let You Go (She's a Keepa)“ includes lyrics, “I’ll grill you from Thursday to Thursday","168 is Omarion’s song “Never Gonna Let You Go (She's a Keepa)“ includes lyrics, “I’ll grill you from Thursday to Thursday.",False
169,the atomic number of an element temporarily called Unhexennium,169 is the atomic number of an element temporarily called Unhexennium.,False
169,Pittville No,169 is Pittville No.,False
164,the atomic number of an element temporarily called Unhexquadium,164 is the atomic number of an element temporarily called Unhexquadium.,False
164,Chaplin No,164 is Chaplin No.,False
165,the atomic number of an element temporarily called Unhexpentium,165 is the atomic number of an element temporarily called Unhexpentium.,False
165,Morse No,165 is Morse No.,False
166,the atomic number of an element temporarily called Unhexhexium,166 is the atomic number of an element temporarily called Unhexhexium.,False
166,excelsior No,166 is excelsior No.,False
167,George Raveling is a former head coach at Washington State University,167 is George Raveling is a former head coach at Washington State University.,False
167,the atomic number of an element temporarily called Unhexseptium,167 is the atomic number of an element temporarily called Unhexseptium.,False
167,"pips are dots on the face of a die, denoting its value","167 is pips are dots on the face of a die, denoting its value.",False
160,the number of characters permitted in a standard short message service in Australia and Europe,160 is the number of characters permitted in a standard short message service in Australia and Europe.,False
161,the atomic number of an element temporarily called Unhexunium,161 is the atomic number of an element temporarily called Unhexunium.,False
163,the atomic number of an element temporarily called Unhextrium,163 is the atomic number of an element temporarily called Unhextrium.,False
163,wheatlands No,163 is wheatlands No.,False
151,"the TV series Trapper John, M.D","151 is the TV series Trapper John, M.D.",False
151,"the total number of Pokémon in the original set, counting Mewtwo and Mew","151 is the total number of Pokémon in the original set, counting Mewtwo and Mew.",False
151,the atomic number of an element temporarily called unquintunum,151 is the atomic number of an element temporarily called unquintunum.,False
150,Minnesota Sesquicentennial (1858-2008),150 is Minnesota Sesquicentennial (1858-2008).,False
150,the number of degrees in the quincunx astrological aspect explored by Johannes Kepler,150 is the number of degrees in the quincunx astrological aspect explored by Johannes Kepler.,False
153,the code for malignant neoplasm of the colon in the International Statistical Classification of Diseases and Related Health Problems,153 is the code for malignant neoplasm of the colon in the International Statistical Classification of Diseases and Related Health Problems.,False
153,"the code for ""mental processes & intelligence"" in the Dewey Decimal Classification","153 is the code for ""mental processes & intelligence"" in the Dewey Decimal Classification.",False
153,the ordinal number of the coat of arms of Komi Republic in the State Heraldic Register of the Russian Federation,153 is the ordinal number of the coat of arms of Komi Republic in the State Heraldic Register of the Russian Federation.,False
153,the number of combined Arabic and Persian Hidden Words in the Bahá'í Faith,153 is the number of combined Arabic and Persian Hidden Words in the Bahá'í Faith.,False
153,the atomic number of an element temporarily called Unpenttrium,153 is the atomic number of an element temporarily called Unpenttrium.,False
153,a sonnet by William Shakespeare,153 is a sonnet by William Shakespeare.,False
153,the U.S. Bureau of Transportation Statistics' world area code for Nicaragua,153 is the U.S. Bureau of Transportation Statistics' world area code for Nicaragua.,False
153,the number of aphorisms outlined by Chr,153 is the number of aphorisms outlined by Chr.,False
152,the TV series Combat!,152 is the TV series Combat!.,False
152,the atomic number of an element temporarily called Unpentbium,152 is the atomic number of an element temporarily called Unpentbium.,False
155,"the maximum possible score in a single break in snooker, with a free ball at the start of the break (147 is the highest possible without a free ball)","155 is the maximum possible score in a single break in snooker, with a free ball at the start of the break (147 is the highest possible without a free ball).",False
155,"the dialing code for Obihiro, Japan","155 is the dialing code for Obihiro, Japan.",False
155,the atomic number of an element temporarily called unquintquinttium,155 is the atomic number of an element temporarily called unquintquinttium.,False
155,Wolseley No,155 is Wolseley No.,False
154,Elcapo No,154 is Elcapo No.,False
154,the atomic number of an element temporarily called Unpentquadium,154 is the atomic number of an element temporarily called Unpentquadium.,False
157,the atomic number of an element temporarily called Unpentseptium,157 is the atomic number of an element temporarily called Unpentseptium.,False
157,financial Accounting Standards Board Statement No,157 is financial Accounting Standards Board Statement No.,False
157,South Qu'appelle No,157 is South Qu'appelle No.,False
157,Piano Sonata No,157 is Piano Sonata No.,False
156,the number of hourly gongs a clock strikes in one day (78 AM gongs and 78 PM gongs),156 is the number of hourly gongs a clock strikes in one day (78 AM gongs and 78 PM gongs).,False
156,the atomic number of an element temporarily called Unpenthexium,156 is the atomic number of an element temporarily called Unpenthexium.,False
156,the Indian Head No,156 is the Indian Head No.,False
159,the atomic number of an element temporarily called Unpentennium,159 is the atomic number of an element temporarily called Unpentennium.,False
159,Sherwood No,159 is Sherwood No.,False
159,"the Saros number of the solar eclipse series which will begin on May 23, 2134 and end June 17, 3378","159 is the Saros number of the solar eclipse series which will begin on May 23, 2134 and end June 17, 3378.",False
159,"the Saros number of the lunar eclipse series, which will begin on September 9, 2147 and end November 7, 3445","159 is the Saros number of the lunar eclipse series, which will begin on September 9, 2147 and end November 7, 3445.",False
158,"in soccer, the number of international goals scored by Mia Hamm for the USA women's team, an all-time record for either sex","158 is in soccer, the number of international goals scored by Mia Hamm for the USA women's team, an all-time record for either sex.",False
158,the atomic number of an element temporarily called unpentoctium,158 is the atomic number of an element temporarily called unpentoctium.,False
158,edenwold No,158 is edenwold No.,False
158,financial Accounting Standards Board summary of statement No,158 is financial Accounting Standards Board summary of statement No.,False
158,P.S,158 is P.S.,False
147,"the highest possible break in snooker, in the absence of fouls and refereeing errors","147 is the highest possible break in snooker, in the absence of fouls and refereeing errors.",False
144,the number of months in 12 years,144 is the number of months in 12 years.,False
144,the Intel 8086 instruction for no operation (NOP),144 is the Intel 8086 instruction for no operation (NOP).,False
144,the emergency phone number for animals in danger in the Netherlands,144 is the emergency phone number for animals in danger in the Netherlands.,False
144,the telephone number for directory assistance in Israel,144 is the telephone number for directory assistance in Israel.,False
144,the emergency telephone number for medical emergencies in Austria,144 is the emergency telephone number for medical emergencies in Austria.,False
144,"the atomic number of unquadquadium, a temporary chemical element","144 is the atomic number of unquadquadium, a temporary chemical element.",False
144,the number of square inches in a square foot,144 is the number of square inches in a square foot.,False
144,P.S,144 is P.S.,False
145,"a musical progression built on the 1st, 4th and 5th note of the major scale","145 is a musical progression built on the 1st, 4th and 5th note of the major scale.",False
145,the atomic number of Unquadpentium,145 is the atomic number of Unquadpentium.,False
145,"""One Four Five"" is a song by The Cat Empire","145 is ""One Four Five"" is a song by The Cat Empire.",False
142,financial Accounting Standards Board’s Summary of Statement No,142 is financial Accounting Standards Board’s Summary of Statement No.,False
142,a designation of several highways,142 is a designation of several highways.,False
142,"the atomic number of Unquadbium, a temporary chemical element","142 is the atomic number of Unquadbium, a temporary chemical element.",False
142,enterprise No,142 is enterprise No.,False
142,"Bob Booker and George Foster’s novelty song ""The Ballad of Irving,"" from the comedy album When You're in Love the Whole World Is Jewish, tells the story of ""The Hundred and Forty-second Fastest Gun in the West""","142 is Bob Booker and George Foster’s novelty song ""The Ballad of Irving,"" from the comedy album When You're in Love the Whole World Is Jewish, tells the story of ""The Hundred and Forty-second Fastest Gun in the West"".",False
143,the number of milligrams of caffeine AMP Energy has,143 is the number of milligrams of caffeine AMP Energy has.,False
143,"the atomic number of Unquadtrium, a temporary chemical element","143 is the atomic number of Unquadtrium, a temporary chemical element.",False
143,"a popular numeric pager number for people to communicate ""I love you"" with","143 is a popular numeric pager number for people to communicate ""I love you"" with.",False
140,"the Twitter entry-character limit, a well-known characteristic of the service (based on the text messaging limit)","140 is the Twitter entry-character limit, a well-known characteristic of the service (based on the text messaging limit).",False
140,"a film, based on the Twitter entry-character limit, created and edited by Frank Kelly of Ireland","140 is a film, based on the Twitter entry-character limit, created and edited by Frank Kelly of Ireland.",False
140,"the atomic number of Unquadnilium, a temporary chemical element","140 is the atomic number of Unquadnilium, a temporary chemical element.",False
140,Telephone Directory assistance in Egypt,140 is Telephone Directory assistance in Egypt.,False
140,the BPM most Dubstep and Trance Music is actually set at,140 is the BPM most Dubstep and Trance Music is actually set at.,False
141,the margin in the Brisbane Lions' round 17 defeat against Adelaide in the 2004 AFL season,141 is the margin in the Brisbane Lions' round 17 defeat against Adelaide in the 2004 AFL season.,False
141,"the atomic number of Unquadunium, a temporary chemical element","141 is the atomic number of Unquadunium, a temporary chemical element.",False
141,the telephone dialing prefix for withholding one’s Caller ID in the United Kingdom,141 is the telephone dialing prefix for withholding one’s Caller ID in the United Kingdom.,False
148,"the TV series Quincy, M.E","148 is the TV series Quincy, M.E.",False
148,the TV series Just Shoot Me!,148 is the TV series Just Shoot Me!.,False
148,the atomic number of an element temporarily called unquadioctium,148 is the atomic number of an element temporarily called unquadioctium.,False
148,"Dunbar's number, theoretical cognitive limit to the number of people with whom one can maintain stable social relationships","148 is Dunbar's number, theoretical cognitive limit to the number of people with whom one can maintain stable social relationships.",False
149,the atomic number of an element temporarily called unquadinonium,149 is the atomic number of an element temporarily called unquadinonium.,False
216,"according to the Ken Burns series Baseball, it is the number of stitches on a baseball","216 is according to the Ken Burns series Baseball, it is the number of stitches on a baseball.",False
217,"when read upside-down on a digital clock, it appears to say ""LIZ""","217 is when read upside-down on a digital clock, it appears to say ""LIZ"".",False
214,"the first area code of metropolitan Dallas, Texas","214 is the first area code of metropolitan Dallas, Texas.",False
214,the number of Chinese radicals for the writing of Chinese characters according to the 1716 Kangxi Dictionary,214 is the number of Chinese radicals for the writing of Chinese characters according to the 1716 Kangxi Dictionary.,False
214,SMTP status code for help message,214 is SMTP status code for help message.,False
214,the Dewey Decimal Classification for Theodicy (the problem of evil),214 is the Dewey Decimal Classification for Theodicy (the problem of evil).,False
215,the Dewey Decimal Classification for Science and religion,215 is the Dewey Decimal Classification for Science and religion.,False
228,the years 220 AD and 220 BC,228 is the years 220 AD and 220 BC.,False
228,a common voltage in many countries,228 is a common voltage in many countries.,False
228,"an SMTP code meaning ""service ready""","228 is an SMTP code meaning ""service ready"".",False
228,"a series of garden tractors produced by Case (and later by Case IH) in the 1970s and 1980s - the series included the 220(10HP), the 222(12HP) and the 224(14HP)","228 is a series of garden tractors produced by Case (and later by Case IH) in the 1970s and 1980s - the series included the 220(10HP), the 222(12HP) and the 224(14HP).",False
228,a film format for medium format cameras (see 120 film),228 is a film format for medium format cameras (see 120 film).,False
228,a single by music duo t.A.T.u,228 is a single by music duo t.A.T.u.,False
228,an album by guitarist Phil Keaggy,228 is an album by guitarist Phil Keaggy.,False
228,"the InterCity 225 train, a newer version of the InterCity 125","228 is the InterCity 225 train, a newer version of the InterCity 125.",False
270,the number of U.S,270 is the number of U.S.,False
270,the average number of days in human pregnancy,270 is the average number of days in human pregnancy.,False
270,a pseudonym for Konami musician Naoki Maeda,270 is a pseudonym for Konami musician Naoki Maeda.,False
271,the year 270 BC,271 is the year 270 BC.,False
271,the year 270 AD,271 is the year 270 AD.,False
271,the caliber of the .270 Winchester rifle,271 is the caliber of the .270 Winchester rifle.,False
271,the number of U.S,271 is the number of U.S.,False
271,the average number of days in human pregnancy,271 is the average number of days in human pregnancy.,False
271,a pseudonym for Konami musician Naoki Maeda,271 is a pseudonym for Konami musician Naoki Maeda.,False
271,"two hundred seventy-two 272 = 24·17, sum of four consecutive primes (61 + 67 + 71 + 73), Euler number, primitive semiperfect number, pronic number","271 is two hundred seventy-two 272 = 24·17, sum of four consecutive primes (61 + 67 + 71 + 73), Euler number, primitive semiperfect number, pronic number.",False
271,two hundred seventy-three has its own article,271 is two hundred seventy-three has its own article.,False
271,"two hundred seventy-four = 2·137, tribonacci number, Smith number, nontotient, noncototient, centered triangular number","271 is two hundred seventy-four = 2·137, tribonacci number, Smith number, nontotient, noncototient, centered triangular number.",False
271,two hundred seventy-five 275 = 52·11,271 is two hundred seventy-five 275 = 52·11.,False
271,two hundred seventy-six has its own article,271 is two hundred seventy-six has its own article.,False
271,"two hundred seventy-seven Perrin number, self number","271 is two hundred seventy-seven Perrin number, self number.",False
271,"two hundred seventy-eight 278 = 2·139, nontotient","271 is two hundred seventy-eight 278 = 2·139, nontotient.",False
271,two hundred seventy-nine 279 = 32·31 Every positive integer is the sum of at most 279 eighth powers,271 is two hundred seventy-nine 279 = 32·31 Every positive integer is the sum of at most 279 eighth powers.,False
272,the year 270 BC,272 is the year 270 BC.,False
272,the year 270 AD,272 is the year 270 AD.,False
272,the caliber of the .270 Winchester rifle,272 is the caliber of the .270 Winchester rifle.,False
272,the number of U.S,272 is the number of U.S.,False
272,the average number of days in human pregnancy,272 is the average number of days in human pregnancy.,False
272,a pseudonym for Konami musician Naoki Maeda,272 is a pseudonym for Konami musician Naoki Maeda.,False
272,"two hundred seventy-one prime, twin prime with 269, cuban prime, centered hexagonal number, sum of eleven consecutive primes (7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41 + 43)","272 is two hundred seventy-one prime, twin prime with 269, cuban prime, centered hexagonal number, sum of eleven consecutive primes (7 + 11 + 13 + 17 + 19 + 23 + 29 + 31 + 37 + 41 + 43).",False
272,two hundred seventy-three has its own article,272 is two hundred seventy-three has its own article.,False
272,"two hundred seventy-four = 2·137, tribonacci number, Smith number, nontotient, noncototient, centered triangular number","272 is two hundred seventy-four = 2·137, tribonacci number, Smith number, nontotient, noncototient, centered triangular number.",False
272,two hundred seventy-five 275 = 52·11,272 is two hundred seventy-five 275 = 52·11.,False
272,two hundred seventy-six has its own article,272 is two hundred seventy-six has its own article.,False
272,"two hundred seventy-seven Perrin number, self number","272 is two hundred seventy-seven Perrin number, self number.",False
